1473868273420	28608420543461	0	0
-1.7333984	2.384018	9.470856	31356371360803
-1.7094574	2.451065	9.130875	31356400352502
-1.747757	2.6425934	9.05426	31356429313684
-1.7812805	2.7096252	8.939331	31356458305383
-1.7525482	2.6952667	8.843567	31356487266565
-1.7286072	2.5707703	9.011169	31356516990686
-1.656784	2.4654236	9.020737	31356539115930
-1.7381897	2.5133057	9.346359	31356556816125
-1.6519928	2.5755615	9.097351	31356583396936
-1.6376343	2.4845734	9.23143	31356605491662
-1.5562286	2.6186523	9.21228	31356632041955
-1.5418549	2.5133057	9.116516	31356654167199
-1.5418549	2.4223328	9.317627	31356676292443
-1.5945282	2.4319	9.504364	31356698448205
-1.6472015	2.4702148	9.413391	31356720573449
-1.747757	2.723999	9.327194	31356742698693
-1.5705872	2.5563965	9.087784	31356764823938
-1.5753784	2.5516205	8.948914	31356786918664
-1.6136932	2.5133057	9.116516	31356809043908
-1.6759338	2.3696594	9.461273	31356831199670
-1.632843	2.2355804	9.485214	31356853324914
-1.6184692	2.5707703	9.111725	31356875450158
-1.608902	2.6665344	8.920181	31356897575402
-1.6232605	2.6186523	9.21228	31356924125695
-1.7190399	2.5228882	9.236221	31356946281457
-1.5753784	2.4654236	9.25058	31356968406701
-1.6807251	2.4127502	9.317627	31356990531945
-1.7286072	2.565979	9.150024	31357012626672
-1.632843	2.4606323	9.140457	31357034751916
-1.6663666	2.5372467	9.154816	31357065757775
-1.6903076	2.4606323	9.068619	31357087883020
-1.6759338	2.5755615	9.097351	31357110038781
-1.6424255	2.3936005	9.130875	31357132164025
-1.6711426	2.4606323	9.207489	31357154289270
-1.6615753	2.4893646	9.38945	31357176383996
-1.6136932	2.4175415	9.255371	31357198570275
-1.5849609	2.479782	9.202698	31357220665002
-1.5945282	2.3792267	9.030319	31357242790246
-1.6998749	2.5276794	9.23143	31357264915490
-1.6232605	2.451065	9.255371	31357287040734
-1.5705872	2.5947113	9.121292	31357309196496
-1.7860718	2.5133057	9.533096	31357331321740
-1.8483124	2.5228882	9.480423	31357353446984
-1.7142487	2.5995026	9.255371	31357375572229
-1.6950836	2.5276794	9.102142	31357397727990
-1.5753784	2.5468292	9.126083	31357419853234
-1.3215942	2.221222	9.145233	31357441978479
-1.3551178	2.0679932	9.810822	31357459678674
-1.5418549	2.1781158	10.165176	31357486259484
-1.4844055	2.5851288	9.4900055	31357508384729
-1.7094574	2.838913	9.38945	31357530540490
-2.0685883	2.8532867	9.365509	31357552665734
-1.9680328	2.475006	8.522751	31357574760461
-1.7142487	2.3696594	8.345581	31357596946740
-1.6280518	2.5468292	8.417404	31357619041467
-1.7381897	2.3265533	8.843567	31357641166711
-1.3263855	2.1781158	9.126083	31357663322473
-1.3551178	2.249939	9.715057	31357685447717
-1.3982086	2.4606323	9.949692	31357707572961
-1.4604645	2.4702148	10.165176	31357729728723
-1.5753784	2.6904755	9.853928	31357747428918
-1.4891968	2.6425934	8.891449	31357773979211
-1.3934174	2.494156	8.771744	31357796104455
-1.3503265	2.269104	8.905823	31357818260217
-1.4317322	2.451065	8.982437	31357840385461
-1.3072357	2.3888092	9.619293	31357862510705
-1.5227051	2.7575226	9.437332	31357884666467
-1.8291626	2.814972	10.050247	31357906791711
-1.474823	2.8868103	9.375076	31357928916955
-1.6711426	2.791031	8.89624	31357951072717
-1.2832947	2.7575226	8.7669525	31357973197961
-1.2737122	2.3936005	8.829208	31357995292688
-1.2401886	2.3457184	8.532318	31358017478967
-1.3120117	2.3744507	8.532318	31358039573693
-1.2928619	2.3648682	8.699921	31358061759973
-1.4317322	2.676117	8.944122	31358083854699
-1.359909	2.5611877	9.245804	31358105979943
-1.364685	2.6330109	9.413391	31358128135705
-1.4939728	2.6282349	9.719849	31358154685998
-1.4412994	2.771881	9.916168	31358172386193
-1.5897522	2.7287903	9.940109	31358194541955
-1.5370789	2.8868103	9.513947	31358216667199
-1.0917511	2.7527313	9.068619	31358238792443
-1.2737122	2.4223328	9.446915	31358260948205
-1.4412994	2.3074036	9.614502	31358287498498
-1.2210388	2.2164307	8.905823	31358309654260
-1.1396332	2.3026123	8.503601	31358327354455
-1.1970978	2.8963776	8.771744	31358353935266
-1.6136932	2.8293457	9.54747	31358376060510
-1.6472015	2.858078	9.657593	31358398185754
-1.8387451	2.9442596	9.734207	31358420341516
-2.0350647	3.245926	9.863495	31358442466760
-1.9153595	3.3656464	9.418182	31358464622522
-1.6759338	3.1836853	8.65683	31358486747766
-1.5753784	3.24115	8.628098	31358508842492
-1.6663666	3.1836853	8.848358	31358530998254
-1.5418549	3.040039	8.814835	31358553123498
-1.5945282	2.814972	8.671188	31358575248742
-1.1204834	2.700058	8.647247	31358597404504
-0.73262024	2.5228882	8.465286	31358619529748
-0.68473816	2.7431488	8.762161	31358646110559
-0.9002228	2.6330109	9.384659	31358672691369
-0.9241638	2.6904755	9.485214	31358694816613
-1.0773926	2.9155273	9.202698	31358716941857
-0.8236084	3.0160828	9.063843	31358739097619
-0.83317566	3.0065155	9.279312	31358761222863
-0.8236084	2.723999	9.365509	31358783378625
-0.8666992	2.7192078	9.274521	31358805503869
-0.8714905	2.838913	9.394241	31358827598596
-0.8954315	2.9586334	9.284103	31358849784875
-0.885849	3.0783386	9.159607	31358871910119
-0.89064026	3.1022797	9.21228	31358889610315
-0.94810486	3.0496063	9.403809	31358916160607
-1.0295105	2.9011688	9.475647	31358933891320
-0.86190796	2.7575226	9.202698	31358955986047
-0.79008484	2.7431488	9.150024	31358978172326
-0.727829	2.8006134	9.130875	31359000267053
-0.85232544	2.6425934	9.384659	31359022392297
-0.9145813	2.5995026	9.38945	31359044548059
-0.9289398	2.676117	9.379868	31359066673303
-0.9433136	2.791031	9.432541	31359088829065
-0.9528961	2.9442596	9.312836	31359110954309
-0.83317566	2.9346924	9.1979065	31359133079553
-1.0247192	3.1214294	9.21228	31359155235315
-1.0773926	3.0783386	9.288895	31359177360559
-1.201889	2.9634247	9.351135	31359199516320
-1.3072357	2.8197632	9.279312	31359221641565
-1.450882	2.9107513	9.078201	31359243766809
-1.5562286	3.1022797	8.628098	31359265922570
-1.4412994	2.862854	8.690338	31359288047815
-1.3120117	2.6617432	8.628098	31359310173059
-1.154007	2.6186523	8.652039	31359332328820
-0.9624634	2.6809082	8.704712	31359354454065
-1.0630188	2.6282349	9.082993	31359376579309
-1.2785034	2.6665344	9.671967	31359398735070
-1.5322876	2.4845734	10.146011	31359420860315
-1.5897522	2.74794	9.873077	31359442985559
-1.6711426	2.9873657	9.3703	31359465080285
-1.7333984	3.0783386	8.948914	31359487266565
